loan_type,loan_amount,action_taken,occupancy_type,census_tract,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_race_1,applicant_race_2,co_applicant_race_1,co_applicant_race_2,applicant_sex,co_applicant_sex,applicant_age,co_applicant_age,income,lien_status,applicant_credit_score_type,co_applicant_credit_score_type,origination_charges,discount_points,lender_credits,interest_rate,debt_to_income_ratio,combined_loan_to_value_ratio,loan_term,property_value,manufactured_home_secured_property_type,total_units,aus_1,reverse_mortgage,open_end_line_of_credit,manufactured_home_land_property_interest,total_loan_costs,total_points_and_fees,prepayment_penalty_term,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,multifamily_affordable_units,"('applicant_race_2',)","('co_applicant_race_2',)"
1,235000,6,1,48039660802,1,5,5,0,8,0,1,5,0,6,65,1,9,9,0,0,0,10,19,0,14,27,3,1,6,2,2,5,374,0,0,2,2,2,2,0,0,6
1,385000,6,1,34013018800,3,5,6,0,8,0,3,5,2,6,148,1,9,9,0,0,0,18,19,0,14,59,3,1,6,2,2,5,299,0,0,2,2,2,2,0,0,6
1,305000,2,1,12099005916,2,5,3,0,8,0,2,5,2,6,66,1,3,10,0,0,0,14,16,110,14,35,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,175000,6,2,34029723500,2,5,5,0,8,0,1,5,0,6,56,1,9,9,0,0,0,24,19,0,14,24,3,1,6,2,2,5,203,0,0,2,2,2,2,0,0,6
1,485000,6,1,41067031910,2,2,5,0,5,0,1,2,1,1,156,1,9,9,0,0,0,14,19,0,14,58,3,1,6,2,2,5,378,0,0,2,2,2,2,0,0,6
2,85000,6,1,22055002001,2,5,5,0,8,0,2,5,3,6,9,1,9,9,0,0,0,28,19,0,14,5,2,1,6,2,2,1,458,0,0,2,2,2,2,0,0,6
1,305000,6,1,48121021625,2,5,2,2,8,0,1,5,0,6,51,1,9,9,0,0,0,14,19,0,14,35,3,1,6,2,2,5,421,0,0,2,2,2,2,0,2,6
1,385000,6,1,41051002802,2,5,5,0,8,0,1,5,1,6,81,1,9,9,0,0,0,14,19,0,14,46,3,1,6,2,2,5,345,0,0,2,2,2,2,0,0,6
1,345000,6,2,6061020105,3,3,6,0,6,0,1,2,3,3,234,1,9,9,0,0,0,10,19,0,14,63,3,1,6,2,2,5,50,0,0,2,2,2,2,0,0,6
1,285000,6,1,6059075202,1,1,5,0,5,0,1,2,4,3,36,1,9,9,0,0,0,10,19,0,14,52,3,1,6,2,2,5,50,0,0,2,2,2,2,0,0,6
1,55000,6,1,39013010600,2,2,5,0,5,0,2,1,0,0,37,1,9,9,0,0,0,29,19,0,14,2,3,1,6,2,2,5,137,0,0,2,2,2,2,0,0,6
1,235000,6,1,51087200119,2,2,5,0,5,0,2,1,1,1,69,1,9,9,0,0,0,9,19,0,14,37,3,1,6,2,2,5,61,0,0,2,2,2,2,0,0,6
1,295000,6,1,17197883510,2,2,5,0,5,0,1,2,1,1,151,1,9,9,0,0,0,10,19,0,14,33,3,1,6,2,2,5,71,0,0,2,2,2,2,0,0,6
2,315000,6,1,17063000200,2,5,5,0,8,0,1,5,0,6,61,1,9,9,0,0,0,14,19,0,14,29,3,1,6,2,2,5,644,0,0,2,2,2,2,0,0,6
1,105000,6,1,17113001404,2,2,5,0,5,0,1,2,0,0,39,1,9,9,0,0,0,12,19,0,7,10,3,1,6,2,2,5,18,0,0,2,2,2,2,0,0,6
2,205000,1,1,9009171400,3,3,6,0,6,0,1,2,0,0,43,1,1,9,40,0,0,11,3,157,14,18,3,3,3,2,2,5,619,0,0,2,2,2,2,0,0,6
3,305000,6,1,49053270300,2,5,5,0,8,0,1,5,0,6,78,1,9,9,1,0,0,17,19,0,14,27,3,1,6,2,2,5,356,0,0,2,2,2,2,0,0,6
1,475000,6,3,36091061200,3,5,6,0,8,0,3,5,2,6,222,1,9,9,0,0,0,17,19,0,5,61,3,3,6,2,2,5,459,0,0,2,2,2,2,0,0,6
1,265000,6,3,36001013707,2,5,5,0,8,0,2,5,4,6,85,1,9,9,0,0,0,25,19,0,14,32,3,1,6,2,2,5,362,0,0,2,2,2,2,0,0,6
1,55000,6,3,36001002100,2,5,3,0,8,0,1,5,1,6,26,1,9,9,0,0,0,27,19,0,14,4,3,2,6,2,2,5,185,0,0,2,2,2,2,0,0,6
1,125000,6,3,36039080600,3,3,6,0,6,0,2,1,1,1,126,1,9,9,0,0,0,29,19,0,14,13,3,3,6,2,2,5,287,0,0,2,2,2,2,0,0,6
1,485000,6,1,34029715600,2,2,5,0,5,0,1,2,1,1,153,1,9,9,0,0,0,10,19,0,14,61,3,1,6,2,2,5,418,0,0,2,2,2,2,0,0,6
2,255000,6,1,17097861012,2,5,5,0,8,0,1,5,2,6,96,1,9,9,0,0,0,9,19,0,14,22,3,1,6,2,2,5,611,0,0,2,2,2,2,0,0,6
2,145000,6,1,45035010300,2,5,5,0,8,0,1,5,2,6,49,1,9,9,0,0,0,10,19,0,14,14,3,1,6,2,2,5,443,0,0,2,2,2,2,0,0,6
1,455000,6,1,13121011410,2,5,5,0,8,0,1,5,1,6,119,1,9,9,0,0,0,14,19,0,14,43,3,1,6,2,2,5,399,0,0,2,2,2,2,0,0,6
3,395000,6,1,42129805902,2,2,5,0,5,0,1,2,1,1,113,1,9,9,1,0,0,11,19,0,14,35,3,1,6,2,2,5,693,0,0,2,2,2,2,0,0,6
1,595000,1,2,12086000120,1,5,5,0,8,0,1,5,1,6,241,1,3,10,73,0,0,34,17,66,14,74,3,1,6,2,2,5,698,0,0,2,2,2,2,0,0,6
1,115000,6,1,12095013406,1,5,5,0,8,0,2,5,2,6,53,1,9,9,0,0,0,21,19,0,14,13,3,1,6,2,2,5,35,0,0,2,2,2,2,0,0,6
2,155000,6,1,51053840200,1,5,6,0,8,0,1,5,1,6,72,1,9,9,0,0,0,9,19,0,14,15,3,1,6,2,2,5,473,0,0,2,2,2,2,0,0,6
1,545000,6,1,36081058200,2,5,5,0,8,0,1,5,1,6,72,1,9,9,0,0,0,21,19,0,14,58,3,1,6,2,2,5,695,0,0,2,2,2,2,0,0,6
1,375000,6,1,17043841902,2,2,5,0,5,0,1,2,2,2,107,1,9,9,0,0,0,14,19,0,14,49,3,1,6,2,2,5,113,0,0,2,2,2,2,0,0,6
2,125000,6,1,19153000901,2,5,5,0,8,0,1,5,0,6,0,1,9,9,0,0,0,17,19,0,14,9,3,1,6,2,2,5,449,0,0,2,2,2,2,0,0,6
1,335000,6,1,17043841801,2,5,5,0,8,0,1,5,1,6,188,1,9,9,0,0,0,12,19,0,14,54,3,1,6,2,2,5,98,0,0,2,2,2,2,0,0,6
3,205000,6,1,17031480400,2,5,3,0,8,0,2,5,2,6,0,1,9,9,1,0,0,17,19,0,14,18,3,1,6,2,2,5,199,0,0,2,2,2,2,0,0,6
1,245000,6,1,17031810900,1,5,5,0,8,0,1,5,3,6,56,1,9,9,0,0,0,10,19,0,14,29,3,1,6,2,2,5,253,0,0,2,2,2,2,0,0,6
1,245000,6,1,17037000400,2,2,5,0,5,0,2,1,0,0,110,1,9,9,0,0,0,10,19,0,14,29,3,1,6,2,2,5,252,0,0,2,2,2,2,0,0,6
1,235000,6,1,17093890400,2,5,5,0,8,0,1,5,0,6,61,1,9,9,0,0,0,9,19,0,14,26,3,1,6,2,2,5,83,0,0,2,2,2,2,0,0,6
1,255000,6,1,17043846207,2,2,5,0,5,0,1,2,2,2,64,1,9,9,0,0,0,14,19,0,14,46,3,1,6,2,2,5,55,0,0,2,2,2,2,0,0,6
2,175000,6,1,17089853500,1,5,5,0,8,0,1,5,1,6,0,1,9,9,0,0,0,16,19,0,14,14,3,1,6,2,2,5,424,0,0,2,2,2,2,0,0,6
1,375000,6,1,37119005817,2,2,5,0,5,0,2,1,0,0,68,1,9,9,0,0,0,10,19,0,14,48,3,1,6,2,2,5,154,0,0,2,2,2,2,0,0,6
1,345000,6,1,24027602302,2,2,5,0,5,0,1,2,0,0,79,1,9,9,0,0,0,10,19,0,14,40,3,1,6,2,2,5,117,0,0,2,2,2,2,0,0,6
2,605000,6,1,6037573601,2,5,5,0,8,0,1,5,2,6,86,1,9,9,0,0,0,11,19,0,14,66,3,1,6,2,2,5,697,0,0,2,2,2,2,0,0,6
2,685000,6,1,25021417100,2,5,5,0,8,0,1,5,1,6,116,1,9,9,0,0,0,11,19,0,14,69,3,1,6,2,2,5,692,0,0,2,2,2,2,0,0,6
2,155000,6,1,48381022002,1,1,5,0,5,0,2,2,0,2,70,1,9,9,0,0,0,32,19,0,14,12,3,1,6,2,2,5,550,0,0,2,2,2,2,0,0,6
1,355000,6,1,34027041604,2,2,5,0,5,0,1,2,4,4,62,1,9,9,0,0,0,12,19,0,14,42,3,1,6,2,2,5,261,0,0,2,2,2,2,0,0,6
1,275000,6,1,36059407600,3,3,6,0,6,0,3,3,2,3,78,1,9,9,0,0,0,17,19,0,14,31,3,1,6,2,2,5,347,0,0,2,2,2,2,0,0,6
1,295000,6,1,6097151504,1,1,5,0,5,0,1,2,2,2,154,1,9,9,0,0,0,12,19,0,14,62,3,1,6,2,2,5,129,0,0,2,2,2,2,0,0,6
1,285000,6,2,16017950400,2,5,5,0,8,0,1,5,2,6,190,1,9,9,0,0,0,12,19,0,14,40,3,1,6,2,2,5,307,0,0,2,2,2,2,0,0,6
1,245000,6,1,26099220002,2,2,5,0,5,0,1,2,2,2,97,1,9,9,0,0,0,13,19,0,14,23,3,1,6,2,2,5,170,0,0,2,2,2,2,0,0,6
1,275000,6,1,26125143500,2,5,5,0,8,0,1,5,2,6,102,1,9,9,0,0,0,12,19,0,7,31,3,1,6,2,2,5,105,0,0,2,2,2,2,0,0,6
1,235000,6,1,17031806400,2,5,5,0,8,0,2,5,1,6,89,1,9,9,0,0,0,13,19,0,14,30,3,1,6,2,2,5,51,0,0,2,2,2,2,0,0,6
1,175000,6,1,26099222101,2,5,5,0,8,0,2,5,3,6,24,1,9,9,0,0,0,13,19,0,14,21,3,1,6,2,2,5,84,0,0,2,2,2,2,0,0,6
2,165000,6,1,17031811200,1,5,5,0,8,0,1,5,0,6,32,1,9,9,0,0,0,16,19,0,14,15,3,1,6,2,2,5,535,0,0,2,2,2,2,0,0,6
2,295000,6,1,6019005407,1,5,5,0,8,0,2,5,1,6,46,1,9,9,0,0,0,11,19,0,14,27,3,1,6,2,2,5,612,0,0,2,2,2,2,0,0,6
1,3005000,2,1,34003053100,2,5,5,0,8,0,1,5,2,6,242,1,8,10,0,0,0,30,17,32,14,95,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,6,1,12086018300,1,1,5,0,5,0,1,2,4,1,79,1,9,9,0,0,0,29,19,0,14,24,3,1,6,2,2,5,633,0,0,2,2,2,2,0,0,6
1,225000,6,1,49035114500,2,5,5,0,8,0,2,5,3,6,50,1,9,9,0,0,0,21,19,0,14,20,2,1,6,2,2,1,428,0,0,2,2,2,2,0,0,6
1,155000,1,1,48113014206,2,5,2,1,8,0,2,5,6,6,56,1,3,10,43,0,0,9,1,69,14,19,3,1,1,2,2,5,335,0,0,2,2,2,2,0,1,6
1,465000,1,1,6073009306,3,5,6,0,8,0,2,5,1,6,129,1,3,10,45,0,0,10,0,100,14,58,3,1,1,2,2,5,312,0,0,2,2,2,2,0,0,6
1,285000,1,1,48453001728,2,1,5,0,5,0,6,1,0,1,82,1,3,9,20,0,0,10,10,81,14,35,3,1,1,2,2,5,541,0,0,2,2,2,2,0,0,6
1,475000,6,1,13121002900,2,5,5,0,8,0,2,5,1,6,99,1,9,9,0,0,0,12,19,0,14,47,3,1,6,2,2,5,385,0,0,2,2,2,2,0,0,6
1,145000,6,1,13135050432,2,5,5,0,8,0,2,5,4,6,25,1,9,9,0,0,0,14,19,0,14,19,3,1,6,2,2,5,126,0,0,2,2,2,2,0,0,6
1,165000,6,1,13057091103,2,5,5,0,8,0,2,5,2,6,64,1,9,9,0,0,0,21,19,0,14,21,3,1,6,2,2,5,96,0,0,2,2,2,2,0,0,6
1,165000,6,1,13089022203,2,5,5,0,8,0,1,5,2,6,46,1,9,9,0,0,0,32,19,0,14,17,3,1,6,2,2,5,140,0,0,2,2,2,2,0,0,6
2,145000,6,1,4013071909,1,5,5,0,8,0,2,5,3,6,35,1,9,9,0,0,0,16,19,0,14,11,3,1,6,2,2,5,499,0,0,2,2,2,2,0,0,6
2,115000,6,1,48381020600,2,2,5,0,5,0,2,1,1,0,56,1,9,9,0,0,0,23,19,0,14,8,3,1,6,2,2,5,507,0,0,2,2,2,2,0,0,6
2,165000,6,1,39017010903,2,5,5,0,8,0,1,5,2,6,53,1,9,9,0,0,0,14,19,0,7,18,3,1,6,2,2,5,504,0,0,2,2,2,2,0,0,6
1,315000,6,1,12011020313,2,5,5,0,8,0,1,5,1,6,60,1,9,9,0,0,0,14,19,0,14,38,3,1,6,2,2,5,358,0,0,2,2,2,2,0,0,6
1,105000,6,2,12099004816,1,5,5,0,8,0,1,5,4,6,157,1,9,9,0,0,0,14,19,0,14,11,3,1,6,2,2,5,74,0,0,2,2,2,2,0,0,6
1,55000,6,1,12099005943,2,5,5,0,8,0,2,5,7,6,50,1,9,9,0,0,0,12,19,0,14,5,3,1,6,2,2,5,19,0,0,2,2,2,2,0,0,6
1,85000,6,3,48085031807,3,5,6,0,8,0,3,5,7,6,47,1,9,9,0,0,0,31,19,0,14,23,3,1,6,2,2,5,179,0,0,2,2,2,2,0,0,6
1,445000,6,1,13121010114,2,2,5,0,5,0,1,2,1,1,179,1,9,9,0,0,0,13,19,0,14,62,3,1,6,2,2,5,232,0,0,2,2,2,2,0,0,6
2,265000,6,1,55025000204,2,5,5,0,8,0,2,5,2,6,52,1,9,9,63,50,0,17,19,0,14,24,3,1,6,2,2,5,665,0,0,2,2,2,2,0,0,6
1,355000,6,1,13135050212,2,2,2,0,5,0,2,1,0,0,140,1,9,9,0,0,0,12,19,0,14,34,3,1,6,2,2,5,219,0,0,2,2,2,2,0,0,6
1,295000,6,1,24005411102,2,2,5,0,5,0,1,2,1,1,104,1,9,9,0,0,0,9,19,0,14,36,3,1,6,2,2,5,94,0,0,2,2,2,2,0,0,6
1,405000,6,1,24005411302,2,2,5,0,5,0,1,2,0,0,113,1,9,9,0,0,0,12,19,0,14,39,3,1,6,2,2,5,272,0,0,2,2,2,2,0,0,6
1,265000,6,1,34013018800,2,5,2,1,8,0,2,5,2,6,142,1,9,9,0,0,0,12,19,0,14,30,3,1,6,2,2,5,262,0,0,2,2,2,2,0,1,6
2,145000,6,1,45051070601,2,5,1,0,8,0,1,5,0,6,0,1,9,9,0,0,0,10,19,0,14,11,3,1,6,2,2,5,440,0,0,2,2,2,2,0,0,6
2,195000,6,1,18097361400,2,2,3,0,3,0,1,2,1,0,75,1,9,9,34,38,0,17,19,0,14,16,3,1,6,2,2,5,598,0,0,2,2,2,2,0,0,6
1,265000,6,1,34007605700,2,5,5,0,8,0,1,5,0,6,64,1,9,9,0,0,0,12,19,0,14,24,3,1,6,2,2,5,263,0,0,2,2,2,2,0,0,6
2,85000,6,1,20173005501,2,5,5,0,8,0,1,5,0,6,34,1,9,9,0,0,0,16,19,0,14,5,3,1,6,2,2,5,439,0,0,2,2,2,2,0,0,6
3,175000,6,1,40143005402,2,5,5,0,8,0,1,5,1,6,0,1,9,9,1,0,0,7,19,0,14,15,3,1,6,2,2,5,11,0,0,2,2,2,2,0,0,6
2,165000,6,1,48021950300,2,2,5,0,5,0,2,1,3,1,37,1,9,9,75,58,0,16,19,0,14,15,3,1,6,2,2,5,660,0,0,2,2,2,2,0,0,6
2,345000,6,1,13121008800,2,5,3,0,8,0,2,5,1,6,0,1,9,9,0,0,0,9,19,0,14,32,3,1,6,2,2,5,620,0,0,2,2,2,2,0,0,6
1,215000,6,1,13135050538,2,5,2,4,8,0,2,5,2,6,36,1,9,9,0,0,0,14,19,0,14,23,3,1,6,2,2,5,164,0,0,2,2,2,2,0,4,6
1,315000,6,1,48453001728,3,3,6,0,6,0,2,1,1,1,160,1,9,9,0,0,0,14,19,0,14,30,3,1,6,2,2,5,425,0,0,2,2,2,2,0,0,6
1,255000,6,1,26081004400,3,5,6,0,8,0,1,5,1,6,54,1,9,9,0,0,0,12,19,0,14,31,3,1,6,2,2,5,180,0,0,2,2,2,2,0,0,6
1,215000,6,1,34029735001,2,5,5,0,8,0,1,5,1,6,58,1,9,9,0,0,0,16,19,0,14,25,3,1,6,2,2,5,242,0,0,2,2,2,2,0,0,6
2,195000,6,1,29221460100,2,5,5,0,8,0,2,5,0,6,54,1,9,9,44,43,0,28,19,0,14,16,3,1,6,2,2,5,593,0,0,2,2,2,2,0,0,6
3,305000,6,1,36067016901,2,5,6,0,8,0,1,5,2,6,0,1,9,9,1,0,0,2,19,0,14,25,3,1,6,2,2,5,215,0,0,2,2,2,2,0,0,6
1,265000,6,1,51065020200,2,2,5,0,5,0,1,2,0,0,72,1,9,9,0,0,0,9,19,0,14,27,3,1,6,2,2,5,291,0,0,2,2,2,2,0,0,6
2,205000,6,1,17031822000,2,2,5,0,5,0,1,2,2,2,60,1,9,9,0,0,0,17,19,0,14,17,3,1,6,2,2,5,562,0,0,2,2,2,2,0,0,6
3,425000,6,1,47011011300,3,3,6,0,6,0,3,3,1,1,0,1,9,9,1,0,0,1,19,0,14,40,3,1,6,2,2,5,142,0,0,2,2,2,2,0,0,6
3,245000,6,1,18127051008,3,3,6,0,6,0,3,3,4,8,0,1,9,9,1,0,0,2,19,0,14,24,3,1,6,2,2,5,240,0,0,2,2,2,2,0,0,6
1,225000,6,2,12103026001,3,3,6,0,6,0,1,2,3,3,118,1,9,9,0,0,0,12,19,0,14,21,3,1,6,2,2,5,222,0,0,2,2,2,2,0,0,6
2,155000,6,1,42007601700,2,5,5,0,8,0,1,5,0,6,34,1,9,9,0,0,0,16,19,0,14,12,3,1,6,2,2,5,528,0,0,2,2,2,2,0,0,6
2,125000,6,1,42003475200,2,2,5,0,5,0,1,2,2,2,89,1,9,9,0,0,0,16,19,0,14,13,3,1,6,2,2,5,469,0,0,2,2,2,2,0,0,6
2,225000,6,1,48439113618,2,5,5,0,8,0,1,5,2,6,91,1,9,9,0,0,0,24,19,0,14,19,3,1,6,2,2,5,614,0,0,2,2,2,2,0,0,6
1,265000,6,1,6095252106,1,5,5,0,8,0,2,5,3,6,43,1,9,9,0,0,0,12,19,0,14,65,3,1,6,2,2,5,50,0,0,2,2,2,2,0,0,6
2,275000,6,1,6099003500,2,5,5,0,8,0,1,5,1,6,51,1,9,9,0,0,0,14,19,0,14,31,3,1,6,2,2,5,592,0,0,2,2,2,2,0,0,6
1,395000,6,1,48215020301,1,5,5,0,8,0,1,5,1,6,98,1,9,9,0,0,0,18,19,0,14,57,3,1,6,2,2,5,419,0,0,2,2,2,2,0,0,6
2,265000,6,1,48113016513,2,2,3,0,3,0,2,1,2,3,115,1,9,9,0,0,0,12,19,0,14,24,3,1,6,2,2,5,640,0,0,2,2,2,2,0,0,6
1,315000,6,1,25023508102,2,5,5,0,8,0,1,5,0,6,118,1,9,9,0,0,0,21,19,0,14,37,3,1,6,2,2,5,132,0,0,2,2,2,2,0,0,6
3,425000,6,1,27037060904,2,5,5,0,8,0,1,5,0,6,88,1,9,9,1,0,0,14,19,0,14,38,3,1,6,2,2,5,683,0,0,2,2,2,2,0,0,6
1,265000,6,1,17031805501,2,5,5,0,8,0,1,5,0,6,75,1,9,9,0,0,0,12,19,0,14,30,3,1,6,2,2,5,59,0,0,2,2,2,2,0,0,6
3,775000,2,1,27123040601,2,2,2,4,2,4,2,1,0,1,123,1,1,9,0,0,0,10,16,127,14,79,3,1,6,2,2,5,0,0,0,2,2,2,2,0,4,3
3,245000,6,1,48201555303,2,5,5,0,8,0,1,5,1,6,94,1,9,9,1,0,0,17,19,0,14,20,3,1,6,2,2,5,639,0,0,2,2,2,2,0,0,6
2,145000,6,1,36029015501,2,5,5,0,8,0,1,5,0,6,30,1,9,9,0,0,0,16,19,0,14,11,3,1,6,2,2,5,534,0,0,2,2,2,2,0,0,6
1,255000,6,3,41067032103,2,2,5,0,5,0,1,2,2,2,202,1,9,9,0,0,0,21,19,0,14,31,3,1,6,2,2,5,303,0,0,2,2,2,2,0,0,6
2,285000,6,1,41071030701,2,5,1,0,8,0,2,5,1,6,36,1,9,9,0,0,0,13,19,0,14,26,2,1,6,2,2,1,637,0,0,2,2,2,2,0,0,6
2,265000,6,1,41071030701,2,5,5,0,8,0,1,5,1,6,54,1,9,9,0,0,0,13,19,0,14,24,2,1,6,2,2,1,630,0,0,2,2,2,2,0,0,6
3,165000,6,1,41031960100,2,5,5,0,8,0,1,5,2,6,41,1,9,9,1,0,0,16,19,0,14,13,2,1,6,2,2,1,254,0,0,2,2,2,2,0,0,6
1,405000,6,2,12091022700,3,3,6,0,6,0,3,3,3,3,233,1,9,9,0,0,0,12,19,0,14,48,3,1,6,2,2,5,402,0,0,2,2,2,2,0,0,6
2,275000,6,1,18127051007,3,3,5,0,5,0,1,2,6,0,0,1,9,9,0,0,0,10,19,0,14,24,3,1,6,2,2,5,587,0,0,2,2,2,2,0,0,6
1,415000,6,1,34025803900,2,5,5,0,8,0,1,5,2,6,88,1,9,9,0,0,0,12,19,0,14,74,3,1,6,2,2,5,321,0,0,2,2,2,2,0,0,6
3,185000,6,1,37089930300,2,3,5,0,6,0,1,3,1,1,52,1,9,9,91,71,0,10,19,0,14,15,2,1,6,2,2,1,690,0,0,2,2,2,2,0,0,6
1,125000,6,3,17031460400,2,5,5,0,8,0,2,5,1,6,31,1,9,9,0,0,0,28,19,0,14,12,3,1,6,2,2,5,233,0,0,2,2,2,2,0,0,6
2,135000,6,1,17111870809,1,5,5,0,8,0,2,5,3,6,72,1,9,9,0,0,0,16,19,0,14,10,3,1,6,2,2,5,513,0,0,2,2,2,2,0,0,6
1,135000,6,2,21235920700,2,2,5,0,5,0,2,1,2,2,179,1,9,9,0,0,0,33,19,0,14,11,2,1,6,2,2,1,205,0,0,2,2,2,2,0,0,6
3,455000,6,1,51171040400,2,2,5,0,5,0,1,2,3,2,222,1,9,9,1,0,0,10,19,0,14,46,3,1,6,2,2,5,705,0,0,2,2,2,2,0,0,6
3,495000,6,1,6111004717,3,3,6,0,6,0,1,2,7,4,115,1,9,9,1,0,0,10,19,0,14,48,3,1,6,2,2,5,192,0,0,2,2,2,2,0,0,6
1,305000,6,1,24003707001,2,5,5,0,8,0,1,5,0,6,74,1,9,9,0,0,0,13,19,0,14,35,3,1,6,2,2,5,93,0,0,2,2,2,2,0,0,6
1,235000,6,2,6037575901,2,2,2,2,2,0,2,1,4,4,131,1,9,9,0,0,0,20,19,0,14,29,3,1,6,2,2,5,70,0,0,2,2,2,2,0,2,6
1,265000,6,1,48329010112,2,2,5,0,5,0,1,2,0,0,167,1,9,9,0,0,0,13,19,0,14,32,3,1,6,2,2,5,339,0,0,2,2,2,2,0,0,6
1,295000,6,1,48121021524,2,5,5,0,8,0,1,5,1,6,136,1,9,9,74,56,0,20,19,0,14,34,3,1,6,2,2,5,567,0,0,2,2,2,2,0,0,6
1,625000,4,1,16085970100,2,5,5,0,8,0,1,5,3,6,213,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,95000,6,1,45083021901,1,1,5,0,5,0,1,2,2,2,47,1,9,9,0,0,0,16,19,0,14,6,2,1,6,2,2,1,430,0,0,2,2,2,2,0,0,6
1,295000,6,1,24021752001,2,2,5,0,5,0,1,2,3,3,85,1,9,9,0,0,0,12,19,0,14,36,3,1,6,2,2,5,92,0,0,2,2,2,2,0,0,6
1,225000,6,1,21151010901,2,2,5,0,5,0,1,2,0,0,107,1,9,9,0,0,0,15,19,0,14,25,3,1,6,2,2,5,116,0,0,2,2,2,2,0,0,6
1,325000,6,1,48473680200,1,5,5,0,8,0,1,5,1,6,91,1,9,9,0,0,0,12,19,0,14,37,3,1,6,2,2,5,431,0,0,2,2,2,2,0,0,6
3,435000,6,1,48491021403,1,2,5,0,5,0,2,1,1,7,62,1,9,9,1,0,0,17,19,0,14,41,3,1,6,2,2,5,472,0,0,2,2,2,2,0,0,6
1,335000,6,1,48201543002,2,5,3,0,8,0,1,5,0,6,89,1,9,9,0,0,0,12,19,0,14,32,3,1,6,2,2,5,437,0,0,2,2,2,2,0,0,6
3,515000,6,1,48157674502,2,5,3,0,8,0,1,5,2,6,140,1,9,9,1,0,0,24,19,0,14,49,3,1,6,2,2,5,495,0,0,2,2,2,2,0,0,6
1,355000,6,1,48339690601,2,2,5,0,5,0,1,2,2,2,143,1,9,9,0,0,0,12,19,0,14,39,3,1,6,2,2,5,446,0,0,2,2,2,2,0,0,6
1,305000,6,1,48453001822,3,5,5,0,8,0,1,5,0,6,72,1,9,9,0,0,0,14,19,0,14,31,3,1,6,2,2,5,407,0,0,2,2,2,2,0,0,6
1,445000,6,1,48031950100,2,3,5,0,6,0,2,3,2,8,90,1,9,9,4,0,0,14,19,0,14,68,3,1,6,2,2,5,456,0,0,2,2,2,2,0,0,6
3,265000,6,1,48135002501,1,1,5,0,5,0,1,2,0,0,99,1,9,9,1,0,0,21,19,0,14,22,3,1,6,2,2,5,691,0,0,2,2,2,2,0,0,6
2,225000,6,1,48029121402,1,5,6,0,8,0,1,5,1,6,37,1,9,9,0,0,0,14,19,0,14,19,3,1,6,2,2,5,618,0,0,2,2,2,2,0,0,6
3,185000,6,1,26081000100,2,5,5,0,8,0,2,5,0,6,52,1,9,9,1,0,0,16,19,0,14,15,3,1,6,2,2,5,53,0,0,2,2,2,2,0,0,6
2,295000,6,1,48201542900,2,2,5,0,5,0,1,2,0,0,116,1,9,9,0,0,0,14,19,0,14,26,3,1,6,2,2,5,657,0,0,2,2,2,2,0,0,6
3,195000,6,1,48303010508,1,1,5,0,5,0,2,1,0,0,56,1,9,9,15,22,0,14,19,0,14,16,3,1,6,2,2,5,641,0,0,2,2,2,2,0,0,6
2,85000,6,1,21051950400,2,2,5,0,5,0,1,2,4,4,37,1,9,9,0,0,0,27,19,0,14,7,3,1,6,2,2,5,348,0,0,2,2,2,2,0,0,6
2,275000,6,1,41051009907,2,5,6,0,8,0,1,5,0,6,59,1,9,9,0,0,0,14,19,0,11,25,3,1,6,2,2,5,617,0,0,2,2,2,2,0,0,6
2,305000,6,1,38015010400,2,2,5,0,5,0,1,2,2,1,78,1,9,9,0,0,0,16,19,0,14,32,3,1,6,2,2,5,646,0,0,2,2,2,2,0,0,6
2,85000,6,1,42103950701,2,5,5,0,8,0,2,5,1,6,51,1,9,9,0,0,0,16,19,0,14,5,3,1,6,2,2,5,450,0,0,2,2,2,2,0,0,6
2,145000,6,1,47093005501,2,5,5,0,8,0,1,5,1,6,49,1,9,9,0,0,0,16,19,0,14,11,3,1,6,2,2,5,497,0,0,2,2,2,2,0,0,6
2,175000,6,1,31055002200,1,1,5,0,5,0,2,1,1,1,98,1,9,9,0,0,0,14,19,0,14,14,3,1,6,2,2,5,527,0,0,2,2,2,2,0,0,6
2,185000,6,1,31153010629,2,5,5,0,8,0,1,5,1,6,57,1,9,9,0,0,0,14,19,0,14,16,3,1,6,2,2,5,545,0,0,2,2,2,2,0,0,6
2,115000,6,1,45021970401,2,5,5,0,8,0,1,5,2,6,62,1,9,9,0,0,0,16,19,0,14,8,3,1,6,2,2,5,468,0,0,2,2,2,2,0,0,6
3,275000,6,1,48139060206,2,5,3,0,8,0,1,5,7,6,41,1,9,9,1,0,0,14,19,0,14,24,3,1,6,2,2,5,384,0,0,2,2,2,2,0,0,6
3,235000,6,1,48027022402,2,5,3,0,8,0,1,5,1,6,87,1,9,9,1,0,0,14,19,0,14,20,3,1,6,2,2,5,355,0,0,2,2,2,2,0,0,6
